Classification,Year,Period,Period_desc.,Aggregate Level,Trade_flow,Reporter_code,Reporter,Reporter_ISO,Partner_code,Commodity_code,Commodity,Qty_unit_code,Qty_unit,Qty,Alt_qty_unit,Netweight_kg,Trade_value_usd
H5,2018,2018,2018,6,Export,246,Finland,FIN,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,670684,,130989
H5,2018,2018,2018,6,Import,246,Finland,FIN,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,917772,917772,614680
H5,2018,2018,2018,6,Export,246,Finland,FIN,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,6324103,6324103,1359470
H5,2018,2018,2018,4,Import,288,Ghana,GHA,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,5936183,5936183,1108248
H5,2018,2018,2018,4,Export,288,Ghana,GHA,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,66038,66038,7558
H5,2018,2018,2018,6,Import,288,Ghana,GHA,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,556404,556404,204197
H5,2018,2018,2018,6,Import,288,Ghana,GHA,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,23006,23006,38284
H5,2018,2018,2018,6,Import,288,Ghana,GHA,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,82429,82429,30663
H5,2018,2018,2018,6,Import,288,Ghana,GHA,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,5274343,5274343,835103
H5,2018,2018,2018,6,Export,288,Ghana,GHA,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,66038,66038,7558
H5,2018,2018,2018,4,Import,300,Greece,GRC,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,24383095,24383095,9281137
H5,2018,2018,2018,4,Export,300,Greece,GRC,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,52520814,52520814,16774102
H5,2018,2018,2018,6,Import,300,Greece,GRC,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,7117177,7117177,3274626
H5,2018,2018,2018,6,Export,300,Greece,GRC,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,12827949,12827949,3218590
H5,2018,2018,2018,6,Export,300,Greece,GRC,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,76757,76757,48594
H5,2018,2018,2018,6,Import,300,Greece,GRC,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,186166,186166,89859
H5,2018,2018,2018,6,Export,300,Greece,GRC,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,61365,61365,1864
H5,2018,2018,2018,6,Import,300,Greece,GRC,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,17079752,17079752,5916650
H5,2018,2018,2018,6,Export,300,Greece,GRC,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,39554743,39554743,13505052
H5,2018,2018,2018,4,Import,344,"China, Hong Kong SAR",HKG,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,598046363,598046363,243632360
H5,2018,2018,2018,4,Export,344,"China, Hong Kong SAR",HKG,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,287764630,287764630,95129159
H5,2018,2018,2018,6,Import,344,"China, Hong Kong SAR",HKG,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,107003851,107003851,37617850
H5,2018,2018,2018,6,Export,344,"China, Hong Kong SAR",HKG,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,41793756,41793756,12316351
H5,2018,2018,2018,6,Import,344,"China, Hong Kong SAR",HKG,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,54845668,54845668,21054743
H5,2018,2018,2018,6,Export,344,"China, Hong Kong SAR",HKG,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,16376406,16376406,5594222
H5,2018,2018,2018,6,Import,344,"China, Hong Kong SAR",HKG,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,8804765,8804765,2988459
H5,2018,2018,2018,6,Export,344,"China, Hong Kong SAR",HKG,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,3909277,3909277,907905
H5,2018,2018,2018,6,Import,344,"China, Hong Kong SAR",HKG,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,427392079,427392079,181971307
H5,2018,2018,2018,6,Export,344,"China, Hong Kong SAR",HKG,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,225685191,225685191,76310680
H5,2018,2018,2018,4,Import,352,Iceland,ISL,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,112,112,2578
H5,2018,2018,2018,4,Export,352,Iceland,ISL,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,8580272,8580272,2940085
H5,2018,2018,2018,6,Import,352,Iceland,ISL,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,29,29,343
H5,2018,2018,2018,6,Export,352,Iceland,ISL,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,194325,194325,6261
H5,2018,2018,2018,6,Import,352,Iceland,ISL,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,39,39,30
H5,2018,2018,2018,6,Import,352,Iceland,ISL,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,43,43,2204
H5,2018,2018,2018,6,Export,352,Iceland,ISL,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,8385947,8385947,2933823
H5,2018,2018,2018,4,Import,360,Indonesia,IDN,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,320451809,320451809,102368436
H5,2018,2018,2018,4,Export,360,Indonesia,IDN,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,98516368,98516368,44342853
H5,2018,2018,2018,6,Import,360,Indonesia,IDN,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,168612222,168612222,43969160
H5,2018,2018,2018,6,Export,360,Indonesia,IDN,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,63190774,63190774,20691317
H5,2018,2018,2018,6,Import,360,Indonesia,IDN,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,4563,4563,4524
H5,2018,2018,2018,6,Export,360,Indonesia,IDN,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,45168,45168,22874
H5,2018,2018,2018,6,Import,360,Indonesia,IDN,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,2373376,2373376,222069
H5,2018,2018,2018,6,Export,360,Indonesia,IDN,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,117328,117328,34747
H5,2018,2018,2018,6,Import,360,Indonesia,IDN,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,149461648,149461648,58172683
H5,2018,2018,2018,6,Export,360,Indonesia,IDN,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,35163098,35163098,23593913
H5,2018,2018,2018,4,Import,372,Ireland,IRL,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,86737316,86737316,75065165
H5,2018,2018,2018,4,Export,372,Ireland,IRL,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,44926976,,14831023
H5,2018,2018,2018,6,Import,372,Ireland,IRL,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,4198821,4198821,3731771
H5,2018,2018,2018,6,Export,372,Ireland,IRL,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,11127822,11127822,4190227
H5,2018,2018,2018,6,Import,372,Ireland,IRL,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,21479,21479,84250
H5,2018,2018,2018,6,Export,372,Ireland,IRL,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,385653,385653,42840
H5,2018,2018,2018,6,Import,372,Ireland,IRL,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,9350,9350,69718
H5,2018,2018,2018,6,Export,372,Ireland,IRL,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,866154,,930139
H5,2018,2018,2018,6,Import,372,Ireland,IRL,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,82507666,82507666,71179424
H5,2018,2018,2018,6,Export,372,Ireland,IRL,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,32547347,,9667815
H5,2018,2018,2018,4,Import,376,Israel,ISR,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,4340429,4340429,2304000
H5,2018,2018,2018,4,Export,376,Israel,ISR,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,15991950,15991950,6276000
H5,2018,2018,2018,6,Import,376,Israel,ISR,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,991868,991868,396000
H5,2018,2018,2018,6,Export,376,Israel,ISR,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,5775300,5775300,1913000
H5,2018,2018,2018,6,Import,376,Israel,ISR,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,5192,5192,4000
H5,2018,2018,2018,6,Export,376,Israel,ISR,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,161666,161666,97000
H5,2018,2018,2018,6,Import,376,Israel,ISR,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,1255313,1255313,627000
H5,2018,2018,2018,6,Export,376,Israel,ISR,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,301076,301076,130000
H5,2018,2018,2018,6,Import,376,Israel,ISR,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,2088054,2088054,1277000
H5,2018,2018,2018,6,Export,376,Israel,ISR,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,9753907,9753907,4136000
H5,2018,2018,2018,4,Import,398,Kazakhstan,KAZ,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,778439,778439,692960
H5,2018,2018,2018,4,Export,398,Kazakhstan,KAZ,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,6247955,6247955,1047388
H5,2018,2018,2018,6,Import,398,Kazakhstan,KAZ,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,2060,2060,3494
H5,2018,2018,2018,6,Export,398,Kazakhstan,KAZ,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,3075182,3075182,252842
H5,2018,2018,2018,6,Import,398,Kazakhstan,KAZ,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,27001,27001,3927
H5,2018,2018,2018,6,Export,398,Kazakhstan,KAZ,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,84355,84355,27245
H5,2018,2018,2018,6,Import,398,Kazakhstan,KAZ,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,749378,749378,685537
H5,2018,2018,2018,6,Export,398,Kazakhstan,KAZ,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,3088418,3088418,767300
H5,2018,2018,2018,4,Import,417,Kyrgyzstan,KGZ,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,1066046,1066046,347989
H5,2018,2018,2018,4,Export,417,Kyrgyzstan,KGZ,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,808503,808503,131694
H5,2018,2018,2018,6,Import,417,Kyrgyzstan,KGZ,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,284266,284266,7371
H5,2018,2018,2018,6,Export,417,Kyrgyzstan,KGZ,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,63170,63170,3562
H5,2018,2018,2018,6,Import,417,Kyrgyzstan,KGZ,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,781780,781780,340618
H5,2018,2018,2018,6,Export,417,Kyrgyzstan,KGZ,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,745333,745333,128132
H5,2018,2018,2018,4,Import,428,Latvia,LVA,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,18071084,18071084,9165223
H5,2018,2018,2018,4,Export,428,Latvia,LVA,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,10259392,10259392,3174410
H5,2018,2018,2018,6,Import,428,Latvia,LVA,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,1419288,1419288,677548
H5,2018,2018,2018,6,Export,428,Latvia,LVA,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,5965996,5965996,1637121
H5,2018,2018,2018,6,Import,428,Latvia,LVA,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,2325,2325,1621
H5,2018,2018,2018,6,Export,428,Latvia,LVA,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,961718,961718,123077
H5,2018,2018,2018,6,Import,428,Latvia,LVA,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,62280,62280,14981
H5,2018,2018,2018,6,Export,428,Latvia,LVA,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,290281,290281,65277
H5,2018,2018,2018,6,Import,428,Latvia,LVA,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,16587191,16587191,8471072
H5,2018,2018,2018,6,Export,428,Latvia,LVA,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,3041397,3041397,1348934
H5,2018,2018,2018,4,Import,440,Lithuania,LTU,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,55763843,55763843,11351729
H5,2018,2018,2018,4,Export,440,Lithuania,LTU,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,34404343,34404343,10814602
H5,2018,2018,2018,6,Import,440,Lithuania,LTU,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,46180626,46180626,6635052
H5,2018,2018,2018,6,Export,440,Lithuania,LTU,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,4475480,4475480,1466490
H5,2018,2018,2018,6,Import,440,Lithuania,LTU,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,342716,342716,279920
H5,2018,2018,2018,6,Export,440,Lithuania,LTU,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,1882305,1882305,351359
H5,2018,2018,2018,6,Import,440,Lithuania,LTU,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,128254,128254,146674
H5,2018,2018,2018,6,Export,440,Lithuania,LTU,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,188331,188331,69006
H5,2018,2018,2018,6,Import,440,Lithuania,LTU,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,9112246,9112246,4290083
H5,2018,2018,2018,6,Export,440,Lithuania,LTU,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,27858227,27858227,8927747
H5,2018,2018,2018,4,Import,480,Mauritius,MUS,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,20140,6669,18033
H5,2018,2018,2018,4,Export,480,Mauritius,MUS,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,1822585,1376031,673743
H5,2018,2018,2018,6,Export,480,Mauritius,MUS,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,1682756,1233071,637461
H5,2018,2018,2018,6,Import,480,Mauritius,MUS,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,6000,6000,10238
H5,2018,2018,2018,6,Import,480,Mauritius,MUS,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,14140,669,7795
H5,2018,2018,2018,6,Export,480,Mauritius,MUS,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,139829,142960,36282
H5,2018,2018,2018,4,Import,499,Montenegro,MNE,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,27379,27379,9766
H5,2018,2018,2018,4,Export,499,Montenegro,MNE,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,346009,346009,87858
H5,2018,2018,2018,6,Import,499,Montenegro,MNE,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,24120,24120,4346
H5,2018,2018,2018,6,Export,499,Montenegro,MNE,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,237789,237789,54409
H5,2018,2018,2018,6,Export,499,Montenegro,MNE,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,2040,2040,2292
H5,2018,2018,2018,6,Import,499,Montenegro,MNE,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,3259,3259,5420
H5,2018,2018,2018,6,Export,499,Montenegro,MNE,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,106180,106180,31157
H5,2018,2018,2018,4,Import,508,Mozambique,MOZ,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,801695,1098665,518141
H5,2018,2018,2018,4,Export,508,Mozambique,MOZ,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,662024,1495102,220922
H5,2018,2018,2018,6,Import,508,Mozambique,MOZ,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,141379,236109,183938
H5,2018,2018,2018,6,Export,508,Mozambique,MOZ,0,391510,"Ethylene polymers; waste, parings and scrap",1,No Quantity,,0,25000,10295
H5,2018,2018,2018,6,Import,508,Mozambique,MOZ,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,40205,40205,30152
H5,2018,2018,2018,6,Import,508,Mozambique,MOZ,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,850,6000,3826
H5,2018,2018,2018,6,Import,508,Mozambique,MOZ,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,619261,816351,300225
H5,2018,2018,2018,6,Export,508,Mozambique,MOZ,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,637024,1470102,210627
H5,2018,2018,2018,4,Import,554,New Zealand,NZL,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,6616704,6616704,4701311
H5,2018,2018,2018,4,Export,554,New Zealand,NZL,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,36776506,36776506,5995345
H5,2018,2018,2018,4,Re-Export,554,New Zealand,NZL,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,250481,250481,45698
H5,2018,2018,2018,4,Re-Import,554,New Zealand,NZL,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,77770,77770,24917
H5,2018,2018,2018,6,Import,554,New Zealand,NZL,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,958304,958304,1316598
H5,2018,2018,2018,6,Export,554,New Zealand,NZL,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,15492749,15492749,2430901
H5,2018,2018,2018,6,Re-Export,554,New Zealand,NZL,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,70980,70980,24902
H5,2018,2018,2018,6,Import,554,New Zealand,NZL,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,71803,71803,51050
H5,2018,2018,2018,6,Export,554,New Zealand,NZL,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,703128,703128,175399
H5,2018,2018,2018,6,Re-Export,554,New Zealand,NZL,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,23140,23140,1678
H5,2018,2018,2018,6,Re-Import,554,New Zealand,NZL,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,57600,57600,23275
H5,2018,2018,2018,6,Import,554,New Zealand,NZL,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,121332,121332,75821
H5,2018,2018,2018,6,Import,554,New Zealand,NZL,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,5465265,5465265,3257840
H5,2018,2018,2018,6,Export,554,New Zealand,NZL,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,20580629,20580629,3389044
H5,2018,2018,2018,6,Re-Export,554,New Zealand,NZL,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,156361,156361,19117
H5,2018,2018,2018,6,Re-Import,554,New Zealand,NZL,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,20170,20170,1642
H5,2018,2018,2018,4,Import,586,Pakistan,PAK,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,97810978,97810978,22318238
H5,2018,2018,2018,4,Export,586,Pakistan,PAK,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,16819441,16819441,11366857
H5,2018,2018,2018,4,Re-Import,586,Pakistan,PAK,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,6898968,6898968,1853763
H5,2018,2018,2018,6,Import,586,Pakistan,PAK,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,3180269,3180269,1029892
H5,2018,2018,2018,6,Export,586,Pakistan,PAK,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,4811360,4811360,3242790
H5,2018,2018,2018,6,Re-Import,586,Pakistan,PAK,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,690127,690127,188973
H5,2018,2018,2018,6,Export,586,Pakistan,PAK,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,194916,194916,115554
H5,2018,2018,2018,6,Import,586,Pakistan,PAK,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,55863395,55863395,11476699
H5,2018,2018,2018,6,Re-Import,586,Pakistan,PAK,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,709154,709154,291569
H5,2018,2018,2018,6,Import,586,Pakistan,PAK,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,38767314,38767314,9811646
H5,2018,2018,2018,6,Export,586,Pakistan,PAK,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,11813165,11813165,8008512
H5,2018,2018,2018,6,Re-Import,586,Pakistan,PAK,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,5499687,5499687,1373220
H5,2018,2018,2018,4,Import,600,Paraguay,PRY,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,1942001,1942001,872636
H5,2018,2018,2018,4,Export,600,Paraguay,PRY,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,1932873,1932873,1352787
H5,2018,2018,2018,6,Import,600,Paraguay,PRY,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,1135748,1135748,568685
H5,2018,2018,2018,6,Export,600,Paraguay,PRY,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,635600,635600,172372
H5,2018,2018,2018,6,Import,600,Paraguay,PRY,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,251115,,94902
H5,2018,2018,2018,6,Import,600,Paraguay,PRY,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,555138,555138,209049
H5,2018,2018,2018,6,Export,600,Paraguay,PRY,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,1297273,1297273,1180415
H5,2018,2018,2018,4,Import,616,Poland,POL,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,165372821,165372821,78946833
H5,2018,2018,2018,4,Export,616,Poland,POL,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,158266134,158266134,71549697
H5,2018,2018,2018,6,Import,616,Poland,POL,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,60108128,60108128,22582711
H5,2018,2018,2018,6,Export,616,Poland,POL,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,76396698,76396698,30564528
H5,2018,2018,2018,6,Import,616,Poland,POL,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,20916552,20916552,4558677
H5,2018,2018,2018,6,Export,616,Poland,POL,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,6279109,6279109,5610144
H5,2018,2018,2018,6,Import,616,Poland,POL,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,13984241,13984241,6578378
H5,2018,2018,2018,6,Export,616,Poland,POL,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,12613056,12613056,10131550
H5,2018,2018,2018,6,Import,616,Poland,POL,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,70363900,70363900,45227067
H5,2018,2018,2018,6,Export,616,Poland,POL,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,62977271,62977271,25243475
H5,2018,2018,2018,4,Import,620,Portugal,PRT,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,102234768,102234768,31923679
H5,2018,2018,2018,4,Export,620,Portugal,PRT,0,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,45849400,45849400,20259628
H5,2018,2018,2018,6,Import,620,Portugal,PRT,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,30984441,30984441,13264736
H5,2018,2018,2018,6,Export,620,Portugal,PRT,0,391510,"Ethylene polymers; waste, parings and scrap",8,Weight in kilograms,,18336455,18336455,9970276
H5,2018,2018,2018,6,Import,620,Portugal,PRT,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,2614440,2614440,2013272
H5,2018,2018,2018,6,Export,620,Portugal,PRT,0,391520,"Styrene polymers; waste, parings and scrap",8,Weight in kilograms,,1451475,1451475,813536
H5,2018,2018,2018,6,Import,620,Portugal,PRT,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,2988447,2988447,3016140
H5,2018,2018,2018,6,Export,620,Portugal,PRT,0,391530,"Vinyl chloride polymers; waste, parings and scrap",8,Weight in kilograms,,1166577,1166577,272471
H5,2018,2018,2018,6,Import,620,Portugal,PRT,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,65647440,65647440,13629530
H5,2018,2018,2018,6,Export,620,Portugal,PRT,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,24894893,24894893,9203343
